cafe_name,review_content,review_stars
Cafe Xoho,"No idea how this place is in the top 10 restaurants in TLV. Nice place, but no more than that. It's a nice little home-style cafe off Ben Yehuda Street. Totally inoffensive, decent service, cute little place and fun vibe. The place gets 4 stars (really it should be 3.5 but I'm feeling generous), because it's cute, but loses 2...
More ",2
Cafe Xoho,"Xoho Cafe is a gem that takes you a feel of the 60's in a city that is racing forward. The decor is original, the manager and hostess is very charming, and I would highly recommend it (especially for the english speaking crowd). Well done.",5
Cafe Xoho,"Im not the biggest in getting a familiar feel of America but Its hard not to like a cool coffee shop that speaks english. I have lived in Israel for four years and love trying new things but I have stucks with cafe Xoho. Its just a nice spot to spend a hangover.. Food is fresh and healthy... People are...
More ",5
Cafe Xoho,"The decor is original, the service is efficient and friendly, the food is good and the prices are fair ... what else is needed ?",5
Cafe Xoho,"Our family has eaten at Cafe Xoho several times and each time we are impressed by the ambiance, food, decor and staff. There is always a wide variety of daily food specials to add to an already selection of healthy and delicious regular menu items. The staff are warm, friendly and professional. The ambiance makes you feel at home and...
More ",5
Cafe Xoho,"The owner Xoli and her team make the most amazing selection of snacks, meals and drinks fresh every day and will make you feel like part of the family. Can't recommend it highly enough.",5
Cafe Xoho,"Great food, great atmosphere, great location (Mapu/Ben Yehuda, 2 blocks from the beach).Highly recommend popping in for a drink, snack or meal!",5
Cafe Xoho,Very nice place and cool. Homemade stuff . Great homemade bagels! The two girls are great and friendly we went there every morning for breakfast.,5
Cafe Xoho,"The breakfast special changes each week and they are very creative with their choices. The best scrambled eggs I have ever had although I am personally not a huge fan of the beer bread. The only down side is that they let dogs inside and as it is a very small crowded cafe, this can be quite disruptive.",4
Cafe Xoho,Think of Cheers. On the beach. With better food. And without Cliff. And a more attractive staff (with all due respect to Kirstie Allie and Shelly Long). I'd give them a six if they were open on Saturdays (and if that was an option).,5
Cafe Xoho,"it's my local cafe, i sit there to do some work, i go there with my girlfriend sometimes. awesome food, coffee, service, ambiance, people... don't think twice!",5
Cafe Xoho,"After over a month of scouting around TLV looking for the best humus, best falafel, best everything we semi accidentally stumbled upon what I will vote as the best food place in Tel Aviv...period! A very pleasant little coffee shop, decorated with vintage furniture and avantgarde artworks, hosted by two lovely ladies called Zoe and Zoely who prepare the most...
More ",5
Cafe Xoho,"I found this daimond of a cafe by doing a search on Trip Advisor for breakfast reataurants. What a gem! I shared three different dishes with friends and they were each outstanding. The Egg spelcial with roasted veggies and beer bread was definitely my favorite! The owner came to speak to our table, A young entrepreneur who has a knack...
More ",5
Cafe Xoho,"Amazing & delicious cakes , great veggy food, fresh salads ,fast service and great staff. Cool in the heat with yummy iced coffee. Located at 18 Mapu St not far from Sheraton and not too expensive. They let us wait from 8:30 am to 1pm until we could check into our hotel.Free wi-fi to and gluten free options",5
Cafe Xoho,"This place is amazing ! The fresh, home made food, from salads to quiches, pies, cheesecake, muffins or chcocolate fondant is absolutely delicious ! The atsmosphere is very cosy, with bright red walls, eclectic art pieces and comfy couches. The owner and her team are amazingly friendly. Story telling events and Thursday night live music are not to be missed...
More ",5
Cafe Xoho,"This cafe became my second home Last year on a trip around the world. Most amazing atmosphere with art all around the room, great food and great people and so cheap! Also the best coffee in Israel and I'm from Australia so that's a big statement!!",5
Cafe Xoho,An amazing cafe right in the heart of tel aviv where every thing is made fresh with amazing ingredients. I went back many times during my stay and loved it.,5
Cafe Xoho,"Love this place! went last year and glad to see it is still going stronger than ever, the proprietor is charming and the breakfasts are divine!",5
Cafe Xoho,"It is just amazing, you have to try it out. The most homey, cool, delicious place ever! And The owner is so nice..",5
Cafe Xoho,Sat in xoho for lunch and loved it. It's a colorfuly designed happy place. Nice backround music and atmosphere. You could just tell its filled with love. (in the tiolet the walls are covered with colored post its and they have markers for you to right on them. People write beautifuly) its for anyone missing home.,4
Cafe Xoho,"I essentially live here, and there is good reason to call it home. The staff is warm and welcoming, the food is fresh, unique and incredibly good. There is a special vibe to this place that is fostered by the owner Xoli who has truly made Xoho her own. For Anglos feeling lost in the strange world that is tel...
More ",5
Cafe Xoho,"Nothing exciting, the place is rather small, but it is English friendly and located close to the sea.",3
Cafe Xoho,"The place may seem typical for an American urban setting, but in Israel it really stands out. Eclectic atmosphere and very creative foods ideas. It's dairy only, but it sure is good.",5
Cafe Xoho,"I loved this place and its relaxed feel. Not only was the food great, the owner came by our table for a chat.",5
Cafe Xoho,"good food, good atmosphere and reasonable prices and on top of it free WiFi, what else does a traveller need when having a breake?",4
Cafe Xoho,"In the suggestive Mapu Street, few meters far from Ben Yehuda, you can spot the reddish tent covering the balcony and entrance to this small coffee place, with narrow tables inside and ""artistishly"" designed walls. Too bad that their standard is not as high as their premises could make you expect. The atmosphere inside this attracting coffee place could actually...
More ",3
Cafe Xoho,"Xoho is first and foremost a very friendly place, where you are always warmly welcomed with a lovely smile. In each visit you either meet old friends or make new ones (guaranteed! I did) and the staff is so nice you feel right at home. Being a small and inconspicuous place, Xoho is mostly about its people and vibe. Try...
More ",5
Cafe Xoho,"Cafe Xoho located perfectly in the heart of Tel-Aviv within a walking distance from the Hotel area on the beach and The Dizingoff Center mall. The minute I walked in Cafa Xoho it felt like home. Interesting and beautiful artwork on the walls (and ceiling). Everyone at Xoho are friendly and always wearing a welcoming smile on their faces. The...
More ",5
Cafe Xoho,"I live around the corner and for the first six months it was open, never went in because it looked way too hippy for me. Then my usual cafe was full, and I had to grab a table on the terrace of Cafe Xoho instead. Little was I to know that my life was about to change forever... Amazing, friendly...
More ",5
Cafe Xoho,"After reading other reviews our family of five decided to stop by for breakfast - what a great choice. Wonderfully fresh, home-made muffins, terrific atmosphere (Satchmo playing on the sound system, what could be better?) and intersting people to talk with. Xoli, the owner and manager was very warm and conversive while Shai, also an owner and manager, serves up...
More ",5
Cafe Xoho,"I love this place. I've been to XoHo several times in the past few months and keep coming back for the homely atmosphere, good food and, at times, lovely music. In the morning you can enjoy lovely vegetarian or dairy food (I recommend their homemade Halla, which usually gets eaten up within a few hours of being made and is...
More ",5
Cafe Xoho,"They Don't only have the best vegan-friendly sandwiches, salads AND cookies (wonderland for vegans...), they also play great music (sometimes live), make the best coffee in town, sell art and most importantly, make you feel welcome at any time.",5
Cafe Xoho,"Cafe XoHo is a neighborhood cafe, with good food & a wonderful ambience. Thursday night music night is a wonderful way to end the week, just sitting around talking to people, relaxing, enjoying the food & each other. Zolie is a great proprietor, she knows her customers & makes everyone feel welcome; & the food quality & selections are delicious....
More ",5
Cafe Xoho,"As I write this review I am sitting in cafe XoHo. I ate a wonderful salad, one of two different kinds I have tried here and I give them both high marks. The food here is fresh and good. However the good eats here are only the tip of the iceberg. The best part of XoHo are the people and...
More ",5
Cafe Xoho,"I went to this place because of the great Trip Advisor reviews. It was funky and friendly, but cramped and full of Americans.",3
Cafe Xoho,"I was at Cafe Xoho several times and it never failed me. The vegeterian food is so tasty and fool of inspiration. The staff is very very VERY nice and wellcoming, you can always find something new and interesting, sit, relax, work, meet with friends and enjoy the cool design full of art and some real personal sayings...",5
Cafe Xoho,Beautiful. Inspiring. Friendly. Unique. And they have good coffee too!,5
Cafe Xoho,"Cafe Xoho is a great place to come and relax, work, hang out with friends, eat, feel loved, see cool artwork, have a cold refreshing drink between beach runs, have a creative and delicious lunch in the midst of your Tel-Aviv excursions, listen to good music, or have wonderful hand made baked goods. A simply magical place, filled with Israelis,...
More ",5
Cafe Xoho,"Eclectic menu, great staff....they make you feel at home. Always ask them what Alon had for breakfast. It's an inside joke and you'll get a great spread from Xoli.",5
Cafe Xoho,"I was visiting Tel Aviv and got swept into one of those nights- right place, right time- and will never forget this cafe. Watching Frankie play on the piano, meeting new friends and getting swept up into the atmosphere, it was like finding a new home, after having flown in only a few hours prior. GREAT place. If only I...
More ",5
Cafe Xoho,"so many ideas and creativity in one space! everyday there's something new and special, in the menu or on the walls. this place never stops to surprise and inspire me... just check it out and you'll know what I'm talking about. there's nothing like it!",5
Cafe Xoho,"A wild-haired, multi-coloured sculpture welcomes you from the street before you enter, and you know you're in for something special before you've even reached the door. This cafe is more than just a cafe, it's also a home. My home. I spend more time here than my own apartment, and that's not an exaggeration. After a few visits you'll have...
More ",5
Cafe Xoho,"Ask the friendly staff about the special of the day as it is always an interesting mix of taste and style. It is 100% my favorite place in Tel Aviv to sit (comfortable couch, table or bar stool), eat (amazingly tasting fresh salads, sandwich or amazing baked goods), drink (the best coffee in Tel Aviv) and enjoy the amazing people...
More ",5
Cafe Xoho,"I don't usually write these reviews, but this place is special. I wish someone told me about it before I came. I have been staying in Tel Aviv for the past few days as part of a backpacking trip around Israel where I was hoping to meet the people, learn about the locals, and eat good food. I walked in...
More ",5
Cafe Xoho,"Perfect place for hanging out with friends, studying, getting work done, or just having a beer, all the while feeling like you're in your art-filled home (minus the warm and friendly staff serving you). The dishes are fresh, creative, homemade, and well-priced. The owner has created a truly unique place and I'm lucky to have discovered it...KUDOS!",5
Cafe Xoho,"My girlfriend and I walked past Cafe Xoho and were enticed to go in for a cup of coffee by the funky and warm decor. We were greeted by the friendly and engaging waitress/bartender/owner who instantaneously made us feel right at home. We were convinced to order food by the amazing smells coming out of the kitchen and we were...
More ",5
Cafe Xoho,"There are so many great things about this place! They make pretty much all their goodies there, including the fanTASTIC range of daily changing cakes, cookies and muffins (which it is very hard Not to sample every time I visit there, which is pretty regularly). The service is a beautiful and friendly surprise, very warm and friendly, even from the...
More ",5
Cafe Xoho,"Came in one morning, the staff and other customers were all friendly. The food was wonderful, good quality ingredients cooked together with skill and love. If you go there I advise to just go with the special or whatever the staff recommends!",5
Cafe Xoho,"What stroke me first about the place is the decor that's totally unlike the industrial chain style most cafes here choose to adapt (why?!). And indeed, it's a small business owned by a Canadian ex-pat who brought a lot of her eccentricities into Israel's already-rich cafe culture. Muffins take place of the typical croissants, bagels over sandwiches, and there's usually...
More ",5
Cafe Xoho,"Cafe Xoho is a wonderful gem tucked away off of Tel Aviv's busy streets. It feels like home when you walk in. The food is delicious and the coffee is great. Best of all it has an incredibly friendly staff and loyal customers (some who even make impromptu music concerts outside). As much as i'd love to keep this place...
More ",5
Cafe Xoho,"I've only discovered Cafe Xoho on my last visit to Tel Aviv but as soon as I stepped in I knew I was home. The staff is incredibly friendly, the food, drinks and desserts are AMAZING, there's always something fun happening there and if you're hotel is anywhere near the beach, this should be your breakfast location every day!",5
Cafe Xoho,"This place was great. It has delicious and very fresh food, service with a smile and Xoli (the owner) is wonderful! It is one of the few remaining places in Tel Aviv that have such creative daily specialties and a welcoming atmosphere that makes you feel at home. A+",4
Cafe Xoho,"Cafe Xoho is the place to go for a good, fun time. The emplyees are nice and caring, the food is great and makes you feel like home. The art work is beautiful and changes every two months.Definitely a hub of talent and sweet people in the hectic and noisy Tel Aviv.",5
Aroma,"Hotel buffet is good, I got tired of it after a while. So I decided to try this franchise cafe restaurant nearby for breakfast. I had a small Cafe Latte and a whole Roast Beef Sandwich and they are good.",4
Aroma,"I can't really say anything bad about Aroma. They do good, for a chain. The food is usually fresh, and tasty. The prices as reasonable, and the service is OK. I wished they had some better sandwich bread, given that they are a bakery (sortof). Other than that, I enjoy their salads. And When I am in the mood for...
More ",4
Aroma,"If you ever want to have a great breakfast or dinner in am Israeli style - Aroma is the place. It's all starts with the menu, fit for children and adults, the stuff will help you with your reservation. There's is lots to offer: salads all kind, sandwich all tastes, coffee drinks and one thing I can promise you: you...
More ",5
Aroma,"Aroma is located everywhere in Israel, it is a very large chain. The coffee is delicious. They have coffee Americain, just like a good cup in the states. Their salads and sandwiches are great. Their pastries are delicious. They are modern, immaculate and provide free wifi.",5
Aroma,"Had breakfast here a couple of times. The have English menus and also the staff speaks good English. You get very good value for your money and the portions are also big. It's quick good and reasonable prices, good place to come to.",4
Aroma,The best roquefort salad around with many other offerings for all tastes! Get the frozen drinks as well as the orange and carrot juice. Great eats for a chain restaurant.,5
Aroma,"We visit just about every night when we travel to Israel. What I love is that they have a menu in English, not to mention the food. Great place!",5
Aroma,"The Aroma has good standards and serves quality drinks in many places in Israel. Their stuff is always very friendly and helpfull. Good place to have a rest, a coffee or some cold dring. I have never been disappointed. Water in self-servise is for free, but their fruit drinks are excellent :-)",4
Aroma,"Great coffee, sandwiches and pastries. Its a nice place to eat something tasty and fast or just grab a pastry.",5
Aroma,"I love the hallumi sandwich and Israeli salad! It is always the very first meal I have in Israel, and also the last (I get a sandwich for the fligh). Love Aroma!",4
Aroma,We are from Canada and fell in love with aroma coffee while in Israel. Absolutely delicious cappuccinos. Also the pastries are much lighter than the traditional middle eastern pastries and much more delicious. I recommend the vanilla chocolate chip Danish and the almond butter croissant.,4
Aroma,"This is not a fancy place - just a coffee shop with sandwiches and salads... but they offer good-tasting gluten free bread. It comes factory sealed (since no dedicated GF area in prep kitchen) so that seems odd, but you can unwrap it and then add the sandwich toppings to it (assuming you are not celiac). Enjoyed the casual atmostphere.",4
Aroma,Smaller than other Aromas but the offering of food is excellent. The salad pots are large and fresh. Highly recommend,4
Aroma,"The food is great but it is expensive considering this is not a restaurant. The portion sizes are big so if there are two of you in a couple you can easily share a sandwich or a salad. Never had a coffee here so no comment on that but the juices are excellent. If they lowered the prices slightly I...
More ",4
Aroma,"This is a chain, so we have visited two location: Ibn Gabirol for breakfast, and Bat Yam for lunch. Food is very good, as is the service and prices. We got the Tel Aviv breakfast (traditional Israeli, omelet, bread and salad) and had a roast beef sandwich for lunch. I recommend both.",4
Aroma,Too much sugar in the diet ice coffee in my opinion. My girlfriend thinks it's the best in the world (because of the sugar taste)... I liked the salads.,3
Aroma,"Worst coffee place. I ate the salmon sandwich, tiny pieces of salmon with tons of bread, cappuccino tasteless, very expensive for what you get. Nice personal, good service, but very poor food and beverages quality. Avoid this place really.",2
Aroma,"Nice place for a quick meal. We ate in once and got a take out another time to. God food, good value.",4
Aroma,food is poor and coffe is average. they chrge to much for everything. seems like its a fine dinning restaurant. AVOID,2
Aroma,"This is the worst Aroma TLV branch. Special Aroma coffee was without syrup and I was said they don't have it (I was said about it only after I received the coffee and asked why it is without syrup). Also I was said that waitress is a new employee (I don't think I should know about it). The toilet was...
More ",2
Aroma,"Aroma coffee shops are amazing. They are the second best coffee chain in the world(Tim Horton's is first). The coffee is amazing, and the food is ok.",4
Aroma,"Taste the alphachores cookie! I was impressed by Aroma lil cakes, my friends came hungry for sweets and we tried the granola cookies as well. Good stuff, fairly priced.",5
Aroma,"Menu is what you would expect for a coffee shop. For food, the tuna and roast beef sandwiches are ok. Nothing special. Just an average place to pick up some caffeine and light snacks. Service varies depending on location in TLV.",3
Aroma,"Neither the food nor coffee were good. Left me wondering why they got so popular. Pretty disappointing experience on my long quest to find good coffee in Israel (which I later fulfilled, but certainly not here.)",1
Aroma,"been a regular at the Tel Aviv university branch, but not anymore the staff generaly nice, but with lack of understanding the meaning of service .as much as i asked for the food and beverages to be served hot, it's never happened also - there's a lot of crowd there between 12 and 16, so it's a good idea to...
More ",3
Aroma,"My friend , her dog and myself visited Aroma at the Opera Tower Tel Aviv on a Saturday morning in November. There were a few tables outside all been taken. We waited for a while for a table to become available. Eventually we were settled at a vacated table which was left in a mess until someone from the shop...
More ",2
Aroma,"near Rothschild blvd a small branch. not very clean mediocre cappuccino, we would expect better from Aroma",3
Aroma,"The only thing they ""make"" that I like is strawberries and whipped cream in season (late winter/early spring). I can't recommend a place like that. Their service is ok, though considering it is basically self-serve that isn't a huge recommendation.",2
Aroma,"I often go to Aroma on Ibn Gvirol Street, cornet Pinkas. In fact I go there every morning for coffee. They are polite, the man at the coffee machine (Riyad) ALWAYS says a polite good morning to me - he remembers my name, which is an additional personal touch. Indeed all the staff are decent. The coffee I like hence...
More ",1
Aroma,"Been to 3 branches of these coffee shops & it's consistently great. The coffee is always good quality . Sandwiches, enormous, thank God they do half portions, with very fresh bread & tasty fillings . Next time we come to Israel , gotta try the salads which look great. It's a bit like Leon in the UK but so much...
More ",5
Aroma,"The coffee at this place is amazing, I've had the iced coffee, frappuccino, cappuccino, and the coffee beans by the bag. There are few coffees that come close to Italian coffee, and this is one of them. The pastries are some of the best I've had and the sandwiches are great too! It is worth the stop at this place...
More ",5
Aroma,"There are many locations of this restaurant chain and the menu is fantastic in each one. The sandwiches are gorgeous with very fresh breads and ingredients. Salads are piled high and in three sizes. The coffee is great, too.",5
Aroma,"I totally understand that as a tourist I cannot expect everyone to speak English but I would hope that in a touristy spot there would be at least one employee at a restaurant that can. The employees got my order wrong and left me in a situation where it just wasn't worth sending the food back. Id say the food...
More ",2
Aroma,"I talking about Aroma Ramat Hahayal. I ate breakfast. The waiters doesn't work quick, speaking rood and food is uneatable!",1
Aroma,"Don't waste your time with this over the counter announcer call customer mega chain. It's the Israeli equivalent to Mcdonald's in food quality, with all the pretense of an obnoxious, buzzword toting hipster. If you're desperate for caffeine and this is your only option, stop at coffee and pick up nothing else; your hard earned money is worth more than...
More ",1
Aroma,"Superb food and service, middle europe's ambient surrounds. Ideal place where spend a dinner after a tour day.",5
Aroma,No value for money at all... Paying like a restaurant and treated like at football stadium... I cannot understand the concept of that coffees shop chain,1
Aroma,Great food for passover. The coffee and the pastries were so good and so was the eggs. The location at the Tel Aviv port was great with the sea view.,4
Aroma,"My husband and I loved this place. It was near the beach. We would order breakfast there along with coffee. It was so good!! Sometimes we would walk through the town after a full breakfast and other times we would enjoy the beach after coffee and or a meal. Pleasant atmosphere and clean. Plenty of food for one person. Right...
More ",5
Aroma,Kosher. Wide veriety. comfortable surroundings. Reccomand the one in Old Tel Aviv Port and the one in Ramat Aviv Shopping Mall. Not expensive. Quick service. Good value for money,4
Aroma,"No trip to Israel would be complete without a trip to Aroma for an Aroma Coffee and a sandwich and salad. The variety of the menu and absolute freshness of all the produce is fantastic. The size of the salad is huge so if you order one it will easily feed two people. Bread is baked freshly on the premises...
More ",5
Bread and Co,"This is the place to eat a nove brunch. Great service, great food, reasonable price. We went on a Friday around 11 am. We were seated within 5 miutes but while we were eating the waiting line was huge.",5
Bread and Co,"The best breakfast we've had in a long time! Great newly baked bread, smooth and tasty tahini, homemade jam, awesome shakshuka (vegan or with poached eggs).... the list could be much longer. Everything we taste so far has been excellent so we will be back again during our stay in Tel Aviv. The manager is also great. She takes time...
More ",5
Bread and Co,"The food and service were top notch. My wife commented ""if we lived here, I would come here all the time."" Would absolutely recommend this place for a coffee, a pastry or a full breakfast!",5
Bread and Co,"I only had an omlette with salad and slices of bread with a fresh ( squeezed) apple juice and later a coffee..Although simple it was all well prepared and delicious The service was informal but efficient and after the meal wet wipes and tooth pix were automatically given to customers. The cafe was very busy and there was some queing...
More ",4
Bread and Co,It was our first place to eat in Telaviv that's why we liked it:)) really tasty sandwiches! Only thing can destroy your experience is a queue . You have to wait to be seated.,5
Bread and Co,"Fresh, delicious nd the coffee was excellent. Service is very friendly and we got very fast to a table. Lots of families with kids",5
Bread and Co,"Busy but not crowded. We were seated in about 10 mins and helped directly. Had the soy cappuccino and granola cookie, very tasty. For brunch the summer pasta which was amazing, fresh, fruitful and different. My companion had the chicken breast sandwich what looked amazing and tasted very rich. For dessert we had the massive browny and a small peach...
More ",4
Bread and Co,"Had a lovely Vegan breakfast here today however the choices where not as plentiful as one would imagine after the discovery of Tofu and Seitan..however they made an effort and put a vegetable sandwich and a bit to tasty vegan breakfast from some kind of pea mash,again with a little effort they can have so many options and new clients...
More ",4
Bread and Co,Very good breakfast.perfect place with good service. The waiter was very nice to us.we Were awaiting on a long line and it was worth. The bread is very good. Defently I will come back.,5
Bread and Co,"This is now one of my favorite places for breakfast in Tel Aviv -- a generous serving of eggs, three side salads, butter/jam, two drinks and all the bread you can eat (with some cakes as well) for NIS 48 ($12). The strong point is definitely the breads -- good variety, fresh, plentiful (the different baked goods that they sell...
More ",5
Bread and Co,"Everything was just ok from the interior till the food but the service was horrible. No one payed attention to me after 10 mins I had to go to the cashier to order. They told me to ask the waiter. so I had to look for the waiter. After all I ordered a quiche and a coffee. They also forgot...
More ",1
Bread and Co,good and relaxed service. fresh food and the best pastries in this part of town. almond nutella Croissant for the spoiled,5
Bread and Co,"Lovely atmosphere, a corner for dogs and the best thing for us breakfast lovers: you can have breakfast in the evening.",4
Bread and Co,"We ordered the trio of shakshuka to share for two people. The regular was very good, the leek patty was delicious and earthy, and the green shakshuka was a very interesting take on the classic. We also had a cheese bureka and a rugelach, which were very good.",4
Bread and Co,"Such a cool little cafe, reminded me of Sydney. Delicious baked goods and breads and great Granita iced coffee. We shared the broad bean salad and pastrami sandwich and both were delicious. We added tahini on the side and was a nice touch. Will be back!",4
Bread and Co,"The place is a perfect example how bad service can ruin a good food. I live nearby, so we eat there quite often and if this wasn't for the food, we'd never come back. The hostesses there are extremely non professional an arrogant. Once we were told to wait in the queue at the entrance under the sun while there...
More ",3
Bread and Co,We love this place. It was the very first cafe we ate at in Israel and we found it by just strolling along. The brekkies and lunches are fabulous and not to mention the delicious pastries. Delicious!,5
Bread and Co,"We sat for late breakfast on Friday and ordered 2 breakfasts and one meatballs sandwich, 3 soft drinks and water. The breakfasts arrived but instead of the sandwich I got a vegan dish, no water either. I told the waitress and she was pretty careless and left with the vegan dish. Few minutes later, the waitress that took the order...
More ",1
Bread and Co,"Even by the usual standards here, service at Bread and Co is unapologetically terrible. Every time I've been they've messed up my order and haven't cared. My friend just waited 40 minutes for a takeaway salad only to be told (after repeatedly being told it was on its way) that they had not yet started making it. She was then...
More ",1
Bread and Co,"The panzanella was delicious. Tomatoes, their hearty bakery bread, and they are extremely generous with the artichokes.",5
Bread and Co,"We stayed in Tel Aviv one week, and everyday, we went to Bread and Co. The breakfast are so good. The pastry are one of the best I have ever ate. The place is very nice and relax, with a view of the street. It is not to expensive for a breakfast. We really love this place!",5
Bread and Co,"We had a breakfast that contain Israel breakfast and Shakshuka in a roll. If you haven't try Shakshuka yet, the is a good place to start with",5
Bread and Co,"It's a great place for a quick coffee+pastry dropby, the breakfast menu is also not bad. The only problem is that there are too many many many people! In the morning peak hour, the to-go line can be queued till the street. And I had once waited for 30min to get the bill. Last time, I sat in with friends,...
More ",4
Bread and Co,"Like many of the cafe/ coffee shops in Tel Aviv, this has a great 'all day breakfast' menu but with very tasty fresh pastries and bread to choose from. The coffee is very good and the place is always busy, so others must thinks it's good too. Quick service and pleasant staff also make it a good choice to start...
More ",5
Bread and Co,"Went a couple of times, both in busy and quiet hours of the day. The breakfast deals are wonderful; great value for money. The breads were also superb. Downside: coffee was mediocre. Also, though the waiters were super sweet and nice, you can literally sit at a table for a half hour before anyone notices you (though they are not...
More ",3
Bread and Co,"Brunch in Tel Aviv is an institution and nowhere is it done better than Bread and Co. Service is very friendly and the place bustles, so get there early. Order Full Breakfast and share with someone you love, because there is too much food for one. Also their version of Benedict is delicious.",4
Bread and Co,Every time I pass by its busy. I finally decided to brave the crowds - very glad I did. Had a salmon sandwich on croissant (half size) and delightful cappuccino. Enjoyed the atmosphere and ability to people watch from a window seat.,5
Bread and Co,"this place offers a huge variety of bread and pastries - whatever we tasted was delicious, and i loved the coffe too. nice to sit inside or cross the street to a bench on the boulevard.",5
Bread and Co,One of the best places to taste a baguette and the idea that is freshly baked on Saturday makes it tastier. Ingredients and variety are top quality. They need to improve on coffee.,5
Bread and Co,"Every thing is very tasty... The pastries are delicious, as are the sandwiches and the light meals!!!",5
Bread and Co,"This place was packed at breakfast time and I totally understood why. On display they have any imaginable kind of bread and pastry, and on the menu a wide variety of international breakfasts. The large capucchino was so good, I had three of them. The English breakfast was a plate loaded and way too much for me, and the omelette...
More ",4
Bread and Co,If you love bread - this shop is for you! Bread and Co has multiple types of breads and cakes. You can also enjoy their delicious Israeli breakfast and salads. The community table is a super fun way to meet new people.,5
Bread and Co,Very good bakery. We enjoyed their breakfast twice when we stayed in tel-aviv. Casual atmosphere and very patient and welcoming to children.,5
Bread and Co,Bread and Co is a great breakfast place in a great location. They have good selection of food and they are tasty. The waters/waitresses are flexible and helpful. Worth waiting for a table. Pastry is made at the location and comes fresh.,4
Bread and Co,"Nice little cafe on the main shopping street. We had a great server who took back my order as it had beef in it, which I don't eat, and got me a chicken curry sandwich, which was great!",3
Bread and Co,"This is a friendly simple cafe with fresh food and good salads. I like the margarita pizza, but a friend had one of the other pizzas and said it was one of the worst pizzas he ever ate. Their takeaway breads and baked sweets are excellent, especially the chocolate cookies and brownies. If you come after 7:30 during the week...
More ",4
Bread and Co,"This is our favorite neighborhood cafe. The food is consistently good and fresh, the atmosphere awesome, and the staff is super friendly. They like our dog and welcome us with big smiles every time/ and- side note- the bakery items are to die for. Especially the challah, which is only available on Fridays.",5
Bread and Co,Nicely located but food and service only average. Check your change after paying the bill. We received 8 shekel too few. Happens but should not happen...,3
Bread and Co,"There are some great young people working here, it is a Happy busy bakery, everything is fresh and the bread is very special... Mostly for hearty breakfasts...",5
Bread and Co,"Great food and quality, but the service was a bit poor. Come here when you are not in a hurry and enjoy the vibe, coffee and wide selection. If you're in the neighborhood it is well worth it.",4
Bread and Co,"I really did not except to find such good bread in TLV. I was at Bread and co only twice, just to buy bread (although they also have a nice terrace where you can have light brunch or lunch, or just a coffee). The baguette was amazing, crusty crust, soft inside; even better as in some bakeries in France. Even...
More ",5
Bread and Co,"A local friend took us here our first day in Tel Aviv to have coffee. When we went inside we were bowled over by the tantalizing array of breads and pastries. Since our hotel was in easy walking distance, Bread and Co. became our breakfast stop from then on. They also served good looking omelets, among other dishes. An easy,...
More ",5
Bread and Co,"Staying right across the road, we were frequent daily during our stay. The Shakshuka is memorable, the coffee reliable, and of course, there is nothing like a good loyalty program. And good borekkas.",5
Bread and Co,"Pros: - Great location and atmosphere, the place is beautiful, and is nicely located near Ben Gurion Blvd. - Food is nice. We've had two types of breakfast and enjoyed them very much Cons: - The actual bread we go in breakfast was quite bad (dry and not fresh). - From start to end, the service was awful. It took...
More ",2
Lilush Panini,"We had breakfast here on Saturday morning. The food was very good with generous portions and the service was also pleasant and friendly. A little cramped, but otherwise very nice!",4
Lilush Panini,We frequently visit this place and we allways enjoy the food I think ther sendwitches and cappuchino are the best in tell aviv,5
Lilush Panini,"A nice little restaurant just around the corner. Reminds the old places we had in the past but with very modern and tasty food. One can have various dishes: soups of all kind ,salads,pasta or just simple toast. Adults and kids may enjoy the food.",4
Lilush Panini,"Very helpful service and a complimentary shot of sangria at the end of the meal was a great bonus. My friend ordered a tomato soup (32 NIS) and I had a shakshuka with bread, tomato relish and tahini (42 NIS). I loved my meal, the yolks were runny and the sauce delicious, sprinkled with generous handfuls of coriander and parsley....
More ",4
Lilush Panini,"Rude and embarrassing service. Too bad, because the soup was good, and I would have liked to have gone back there.",1
Lilush Panini,"Lilush is a sweet little place, that Serbs many kinds of soups, salads, creps and sandwiches. It is always busy, simply because the food is tasty and decently priced. The atmosphere is good too- very ""Tel-Aviv vibe"". Recommend.",4
Lilush Panini,Just happened to be strolling by and had a hankering for soup. Inquired from the friendly staff if they had any remaining. And yes they did! It was delicious. Wish I had gotten more!,5
Lilush Panini,"Great place for lunch with friends or family Lilush is cool and cozy , the food is great and full of surprises.....",5
Lilush Panini,"A romantic little place, with a good variety of food, and great service. one of the nicest places in Tel-Aviv. highly recommended!",5
Lilush Panini,"Been there few times, stuff is super nice and helpful, the food is to die for and very cheap!!! The chef which is mate personally will modified any meal for you per your request. Lots of choices for vegans, the salmon warp was a sensation. Very cute hip place with great food and great service.",5
Lilush Panini,"I spent 4 years in Tel Aviv and this restaurant was one of my favorite for lunch. Salads, pastas and soups are perfect. Small place but very nice.",5
Lilush Panini,"Everything we ordered was simply great, hot waters also :) We ordered the shrimps and calamari bisque that was so good, we also ordered litchi and carrot pasta with smoked duck Brest that was excellent, we recommend the place and the great vibe!",5
Lilush Panini,the place servs ok food but charges high prices for the dishes... ordered a salad that was so basic but cost too much,3
